Dataset                      Metric                    metric valor    p    k
../datasets_2/kemerer.arff   RMSE                     110.638          2    7
../datasets_2/kemerer.arff   R2 Score                 -17.3362         2    7
../datasets_2/kemerer.arff   MAE                      380.024          1    8
../datasets_2/kemerer.arff   Median Absolute Error    121.163          1    8
../datasets_2/kemerer.arff   RMSE                     544.338          1    8
../datasets_2/kemerer.arff   R2 Score                  -0.520214       1    8
../datasets_2/kemerer.arff   MAE                      111.775          2    8
../datasets_2/kemerer.arff   Median Absolute Error     80.6375         2    8
../datasets_2/kemerer.arff   RMSE                     126.217          2    8
../datasets_2/kemerer.arff   R2 Score                 -38.6989         2    8
../datasets_2/kemerer.arff   MAE                       41.5374         1    9
../datasets_2/kemerer.arff   Median Absolute Error     50.5111         1    9
../datasets_2/kemerer.arff   RMSE                      44.8214         1    9
../datasets_2/kemerer.arff   R2 Score                   0.669715       1    9
../datasets_2/kemerer.arff   MAE                      353.107          2    9
../datasets_2/kemerer.arff   Median Absolute Error     72.6            2    9
../datasets_2/kemerer.arff   RMSE                     533.27           2    9
../datasets_2/kemerer.arff   R2 Score                  -0.207731       2    9
../datasets_2/cocomo81.arff  MAE                      418.949          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    336              1    3
../datasets_2/cocomo81.arff  RMSE                     708.909          1    3
../datasets_2/cocomo81.arff  R2 Score                   0.819091       1    3
../datasets_2/cocomo81.arff  MAE                      759.615          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    365.333          2    3
../datasets_2/cocomo81.arff  RMSE                    1633.88           2    3
../datasets_2/cocomo81.arff  R2 Score                   0.0786079      2    3
../datasets_2/cocomo81.arff  MAE                      242.906          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    185              1    4
../datasets_2/cocomo81.arff  RMSE                     314.948          1    4
../datasets_2/cocomo81.arff  R2 Score                  -0.375396       1    4
../datasets_2/cocomo81.arff  MAE                      693.404          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    231.25           2    4
../datasets_2/cocomo81.arff  RMSE                    1648.49           2    4
../datasets_2/cocomo81.arff  R2 Score                   0.0916954      2    4
../datasets_2/cocomo81.arff  MAE                      241.385          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    302.8            1    5
../datasets_2/cocomo81.arff  RMSE                     279.895          1    5
../datasets_2/cocomo81.arff  R2 Score                  -2.92946        1    5
../datasets_2/cocomo81.arff  MAE                      228.477          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    181.8            2    5
../datasets_2/cocomo81.arff  RMSE                     304.222          2    5
../datasets_2/cocomo81.arff  R2 Score                  -0.138188       2    5
../datasets_2/cocomo81.arff  MAE                      429.242          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    245              1    6
../datasets_2/cocomo81.arff  RMSE                     653.582          1    6
../datasets_2/cocomo81.arff  R2 Score                   0.20658        1    6
../datasets_2/cocomo81.arff  MAE                     1333.44           2    6
../datasets_2/cocomo81.arff  Median Absolute Error    120.333          2    6
../datasets_2/cocomo81.arff  RMSE                    3109.93           2    6
../datasets_2/cocomo81.arff  R2 Score                   0.123943       2    6
../datasets_2/cocomo81.arff  MAE                      214.958          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    140.286          1    7
../datasets_2/cocomo81.arff  RMSE                     411.996          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.578559       1    7
../datasets_2/cocomo81.arff  MAE                      813.637          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    220.286          2    7
../datasets_2/cocomo81.arff  RMSE                    1836.96           2    7
../datasets_2/cocomo81.arff  R2 Score                  -0.125444       2    7
../datasets_2/cocomo81.arff  MAE                      188.923          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    130.5            1    8
../datasets_2/cocomo81.arff  RMSE                     308.411          1    8
../datasets_2/cocomo81.arff  R2 Score                   0.184011       1    8
../datasets_2/cocomo81.arff  MAE                      355.325          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    196.75           2    8
../datasets_2/cocomo81.arff  RMSE                     709.798          2    8
../datasets_2/cocomo81.arff  R2 Score                 -14.9102         2    8
../datasets_2/cocomo81.arff  MAE                      966.369          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    251.444          1    9
../datasets_2/cocomo81.arff  RMSE                    2786.86           1    9
../datasets_2/cocomo81.arff  R2 Score                   0.139689       1    9
../datasets_2/cocomo81.arff  MAE                      163              2    9
../datasets_2/cocomo81.arff  Median Absolute Error    142.444          2    9
../datasets_2/cocomo81.arff  RMSE                     186.604          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.555396       2    9
../datasets_2/china.arff     MAE                     1324.01           1    3
../datasets_2/china.arff     Median Absolute Error    468.667          1    3
../datasets_2/china.arff     RMSE                    3625.68           1    3
../datasets_2/china.arff     R2 Score                   0.77127        1    3
../datasets_2/china.arff     MAE                     1865.96           2    3
../datasets_2/china.arff     Median Absolute Error    593              2    3
../datasets_2/china.arff     RMSE                    3892.49           2    3
../datasets_2/china.arff     R2 Score                   0.732325       2    3
../datasets_2/china.arff     MAE                     1689.83           1    4
../datasets_2/china.arff     Median Absolute Error    444.875          1    4
../datasets_2/china.arff     RMSE                    3996.37           1    4
../datasets_2/china.arff     R2 Score                   0.696499       1    4
../datasets_2/china.arff     MAE                     1213.47           2    4
../datasets_2/china.arff     Median Absolute Error    576.125          2    4
../datasets_2/china.arff     RMSE                    2245.4            2    4
../datasets_2/china.arff     R2 Score                   0.742048       2    4
../datasets_2/china.arff     MAE                     1372              1    5
../datasets_2/china.arff     Median Absolute Error    457.8            1    5
../datasets_2/china.arff     RMSE                    3370.86           1    5
../datasets_2/china.arff     R2 Score                   0.779656       1    5
../datasets_2/china.arff     MAE                     1811.63           2    5
../datasets_2/china.arff     Median Absolute Error    640.2            2    5
../datasets_2/china.arff     RMSE                    3354.27           2    5
../datasets_2/china.arff     R2 Score                   0.740122       2    5
../datasets_2/china.arff     MAE                     1498.99           1    6
../datasets_2/china.arff     Median Absolute Error    592.583          1    6
../datasets_2/china.arff     RMSE                    2679.39           1    6
../datasets_2/china.arff     R2 Score                   0.739415       1    6
../datasets_2/china.arff     MAE                     1899.81           2    6
../datasets_2/china.arff     Median Absolute Error    858.417          2    6
../datasets_2/china.arff     RMSE                    3482.01           2    6
../datasets_2/china.arff     R2 Score                   0.705089       2    6
../datasets_2/china.arff     MAE                      994.817          1    7
../datasets_2/china.arff     Median Absolute Error    462.286          1    7
../datasets_2/china.arff     RMSE                    1875.08           1    7
../datasets_2/china.arff     R2 Score                   0.819238       1    7
../datasets_2/china.arff     MAE                     1469.27           2    7
